MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,3,4.060443011,10852,2,1,3,3,0,4,3,8,6,2,0,5,6,5,2000,2000,1,1,12,13,2,0,3,3,2,5,4,2,7,6.666956792,2,173,959,1,5,1,4,959,6.568077911,1671,1,0,2,1,1.098612289,1,3,7,7,4,6,4,0.693147181,6.156978986,4,3,2.48490665,3.63758616,1,2,2006,9,6,173000
70,3,4.787491743,13728,2,1,4,3,0,0,3,7,2,2,0,5,6,7,1935,1986,3,1,11,12,2,0,3,3,1,4,4,2,4,6.439350371,2,501,1127,1,5,1,4,1236,6.770789424,2108,0,0,2,0,1.386294361,1,4,7,7,4,5,2,0.693147181,6.29156914,4,3,2.48490665,1.386294361,1,7,2008,9,6,235000
60,3,4.770684624,17673.5,2,1,3,3,0,1,3,15,2,2,0,5,10,5,1995,1996,3,1,6,6,1,6.037274083,4,4,2,6,4,5,7,7.23489842,2,543,1930,1,5,1,4,1831,7.493317249,2747.625,1,0,3,1,1.386294361,1,4,10,7,4,6,4,1.098612289,6.693323668,4,3,5.888877958,4.33073334,1,7,2006,9,6,340037.5
80,3,4.33073334,9880,2,1,4,3,0,4,3,11,2,2,0,7,6,6,1977,1977,1,1,9,10,2,0,3,3,1,4,4,4,6,6.257667588,2,574,1096,1,3,1,4,1118,4.700480366,1118,1,0,1,0,1.098612289,1,3,6,7,2,6,4,0,5.880532986,4,3,5.313205979,1.386294361,5,7,2008,9,6,171000
20,3,4.33073334,9120,2,1,4,3,0,4,3,12,2,2,0,2,6,6,1958,1958,3,1,8,8,2,0,3,3,1,4,4,2,6,6.495265556,2,599,1261,1,5,1,4,1261,4.700480366,1261,1,0,1,0,1.098612289,1,3,6,7,4,6,3,0.693147181,6.070737728,4,3,2.48490665,1.386294361,1,11,2008,9,6,163000
160,1,3.555348061,4017,2,2,3,3,0,4,3,21,2,2,4,5,7,5,2006,2007,1,1,8,8,2,0,4,3,2,5,4,2,2,0.693147181,2,625,625,1,5,1,4,625,6.43775165,1250,0,0,2,1,0.693147181,1,4,5,7,1,2,4,0.693147181,6.43775165,4,3,2.48490665,3.988984047,1,3,2008,9,6,171900
50,3,4.901564199,17673.5,2,1,3,0,0,4,3,4,2,2,0,0,5,6,1946,1994,1,1,8,8,2,0,3,3,1,4,4,2,4,5.023880521,5,977,1598,1,3,1,4,1636,6.878326468,2747.625,0,0,3,0,1.098612289,1,5,11.39398809,3,5,1,1,0,5.075173815,1,3,4.804021045,1.386294361,4,3,2007,9,6,200500
70,3,4.382026635,16560,2,1,3,3,0,4,3,6,2,2,0,5,6,8,1932,1950,1,1,13,14,2,0,3,3,0,5,4,2,4,6.22059017,2,449,952,1,3,1,4,1170,7.069023427,2345,0,0,2,1,1.386294361,1,3,9,7,5,2,2,0.693147181,5.886104031,4,3,2.48490665,1.386294361,1,7,2006,9,6,239000
50,3,4.442651256,10678,2,1,4,3,0,4,3,15,2,2,0,0,8,5,1992,2000,3,1,6,6,1,5.82008293,4,3,2,5,4,2,7,6.551080335,2,983,1683,1,5,1,4,2129,6.610696045,2747.625,0,0,2,1,1.386294361,1,4,9,7,4,6,4,0.693147181,6.293419279,4,3,2.48490665,3.496507561,1,4,2007,9,6,285000
20,3,3.610917913,6951,2,1,3,3,0,1,3,11,2,2,0,2,5,5,1984,1985,1,1,6,10,2,0,3,3,1,4,4,2,6,6.489204931,2,218,876,1,3,1,4,923,4.700480366,923,1,0,1,0,1.098612289,1,3,5,7,1,6,2,0,5.575949103,4,3,5.891644212,1.386294361,4,10,2008,9,6,119500
50,4,3.044522438,3950,2,3,4,0,0,4,3,17,0,2,0,0,6,8,1926,2004,1,1,8,8,2,0,3,3,1,4,4,2,4,6.148468296,2,350,818,1,3,1,4,818,6.00635316,1224,0,0,1,0,1.098612289,1,3,5,7,1,2,2,0,5.347107531,4,1,2.48490665,1.386294361,1,12,2009,9,6,115000
50,3,3.988984047,7681,2,1,3,3,0,2,3,6,2,2,0,0,5,6,1921,1950,1,1,13,14,2,0,3,3,0,4,4,2,2,0.693147181,2,731,731,1,5,1,4,820,6.259581464,1343,0,0,1,1,1.098612289,1,3,7,7,5,2,2,0,5.225746674,3,3,5.257495372,1.386294361,1,7,2009,9,6,154900
20,3,4.343805422,8335,2,1,4,3,0,0,3,7,2,2,0,2,5,5,1954,1954,1,1,13,14,2,0,3,3,3,1,1,1,1,0.693147181,1,0,42,1,4,1,4,1124,4.700480366,1124,0,0,1,0,1.098612289,1,3,5,5,5,1,1,0,5.075173815,1,1,2.48490665,3.583518938,1,4,2006,9,6,93000
60,3,3.044522438,11170,2,1,2,3,0,0,3,23,2,2,0,5,7,5,1990,1991,1,1,8,8,2,0,3,3,5,5,4,2,3,7.103322063,2,0,1216,1,5,1,4,1298,7.103322063,2514,0,0,2,1,1.386294361,1,3,8,7,1,6,4,0.693147181,6.541029999,4,3,2.48490665,1.386294361,5,4,2006,9,6,250000
120,4,4.158883083,5587,2,1,3,1,0,4,2,6,2,2,4,2,8,5,2008,2008,3,1,5,5,3,5.225746674,5,3,2,6,4,5,7,7.299797367,2,120,1600,1,5,1,4,1652,4.700480366,1652,1,1,2,0,0.693147181,1,4,5,7,5,6,4,0.693147181,6.177944114,4,3,5.087596335,3.970291914,1,11,2008,7,1,340037.5
60,3,4.901564199,15623,2,1,3,3,0,0,3,15,2,2,0,5,10,5,1996,1996,3,1,13,7,2,0,4,3,2,6,4,4,7,7.484719705,2,300,2052,1,5,1,4,2155.125,7.50659178,2747.625,1,0,3,1,1.386294361,1,5,10,7,4,6,4,1.098612289,6.70073111,4,3,5.141663557,4.356708827,4,7,2007,9,5,340037.5
30,3,4.094344562,10800,2,3,4,3,0,4,3,17,2,2,0,2,5,6,1920,1950,3,1,11,12,2,0,3,3,0,4,4,2,4,6.710523109,2,299,1120,1,5,1,4,1130,4.700480366,1130,1,0,1,0,0.693147181,1,3,5,7,5,2,2,0.693147181,6.579251212,4,3,5.433722004,1.386294361,1,6,2006,9,6,120000
20,3,3.912023005,17673.5,3,1,4,3,0,4,2,23,2,2,0,2,5,4,1963,1963,3,1,8,8,1,5.420534999,3,3,1,4,4,5,4,7.055312843,2,413,1572,1,4,1,4,1572,4.700480366,1572,1,0,1,1,1.098612289,1,3,5,7,4,7,3,1.098612289,6.844016438,4,3,2.48490665,5.135798437,1,5,2007,9,6,186700
50,3,4.094344562,9738,2,1,4,3,0,4,3,7,2,2,0,0,5,7,1924,1950,1,1,0,0,2,0,3,4,0,4,4,2,5,5.97126184,2,392,784,1,4,1,4,949,5.605802066,1221,1,0,1,0,1.386294361,1,3,7,7,1,6,2,0,5.97126184,4,3,2.48490665,1.386294361,1,3,2006,9,6,104900
190,3,4.672828834,10615,2,1,3,0,0,0,2,17,0,0,1,5,3,5,1900,1970,1,1,6,6,2,0,3,3,1,3,4,3,5,6.086774727,2,538,978,1,3,1,4,1014,6.529418838,1699,1,0,2,0,1.098612289,2,3,7,7,1,3,2,0.693147181,6.040254711,3,3,2.48490665,4.304065093,1,8,2009,9,5,95000
20,3,4.48863637,12461,2,1,4,3,0,0,3,15,2,2,0,2,8,5,1994,1995,1,1,7,7,2,0,4,3,2,5,4,2,7,7.283448229,2,168,1624,1,5,1,4,1624,4.700480366,1624,1,0,2,0,0.693147181,1,4,5,7,3,6,3,1.098612289,6.629363253,4,3,2.48490665,4.736198448,5,7,2006,9,6,262000
60,3,4.219507705,8935,2,1,3,3,0,4,3,5,2,2,0,5,7,5,2002,2002,1,1,12,13,1,4.553876892,4,3,2,5,4,2,2,0.693147181,2,831,831,1,5,1,4,831,6.720220155,1660,0,0,2,1,1.098612289,1,4,7,7,1,6,3,0.693147181,6.200509174,4,3,4.9698133,4.219507705,1,7,2009,9,6,195000
60,3,4.094344562,7500,2,1,4,3,0,4,3,8,2,2,0,5,7,5,1999,1999,1,1,12,13,2,0,3,3,2,4,4,2,2,0.693147181,2,994,994,1,4,1,4,1028,6.65415252,1804,0,0,2,1,1.098612289,1,4,7,7,4,6,4,0.693147181,6.091309882,4,3,4.941642423,4.094344562,1,6,2010,9,6,189000
190,3,3.044522438,17673.5,2,1,4,2,0,4,2,11,2,2,1,2,4,4,1961,1975,1,1,8,8,3,5.003946306,3,4,1,4,4,4,5,7.055312843,2,90,1249,1,5,1,4,1622,4.700480366,1622,1,0,1,0,1.098612289,1,3,7,7,4,7,4,1.252762968,6.844016438,4,3,6.040254711,1.386294361,1,3,2007,9,6,168000
160,1,3.17805383,2645,2,2,4,3,0,4,3,21,2,2,3,5,8,5,1999,2000,1,1,8,8,1,6.037274083,4,3,2,5,4,2,2,0.693147181,2,776,776,1,5,1,4,764,6.517671273,1441,0,0,2,1,0.693147181,1,4,5,7,1,2,2,0.693147181,6.198478716,4,3,5.327876169,1.386294361,1,11,2007,9,6,174000
50,4,4.094344562,9600,2,3,4,3,0,4,3,17,2,2,0,0,5,8,1925,1994,2,1,12,13,2,0,3,3,2,4,4,3,2,0.693147181,2,702,702,1,4,1,4,842,6.445719819,1472,0,0,1,0,1.098612289,1,4,6,7,1,2,2,0,5.521460918,4,2,2.48490665,1.386294361,3,7,2007,9,6,125000
120,4,3.044522438,4500,2,1,4,3,0,2,3,11,2,2,4,2,6,5,1999,1999,3,1,12,13,1,6.037274083,3,3,2,6,4,2,7,6.783325201,2,341,1224,1,5,1,4,1224,4.700480366,1224,1,0,2,0,0.693147181,1,3,5,7,1,6,4,0.693147181,5.996452089,4,3,2.48490665,5.135798437,1,6,2009,9,6,165000
60,3,4.382026635,9364,2,1,4,3,0,0,3,19,2,2,0,5,6,7,1969,1969,1,1,6,6,3,4.96284463,3,3,1,4,4,2,6,5.916202063,2,292,663,1,3,1,4,663,6.535241271,1352,0,0,1,1,1.386294361,1,3,7,7,1,6,4,0,5.700443573,4,3,5.937536205,3.583518938,4,3,2010,9,6,158000
60,3,3.931825633,8029,2,1,3,3,0,4,3,8,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0,3,3,2,5,4,2,2,0.693147181,2,728,728,1,5,1,4,728,6.590301048,1456,0,0,2,1,1.098612289,1,4,8,7,1,6,4,0.693147181,5.991464547,4,3,4.605170186,3.17805383,1,7,2008,9,6,176000
60,3,4.060443011,14054,2,1,3,3,0,4,3,8,2,2,0,5,7,5,2006,2006,1,1,12,13,2,0,4,3,2,5,4,4,2,0.693147181,2,879,879,1,5,1,4,879,6.891625897,1863,0,0,2,1,1.386294361,1,4,9,7,5,4,4,1.098612289,6.492239835,4,3,4.605170186,2.833213344,1,11,2006,7,1,219210
75,4,4.17438727,8850,2,1,3,0,0,0,3,17,2,2,0,4,7,6,1916,1950,1,1,8,8,2,0,3,3,0,4,4,2,2,0.693147181,2,815,815,1,5,1,4,815,6.774223886,1690,0,0,1,0,1.098612289,1,3,7,7,5,2,2,0,5.416100402,4,3,2.48490665,1.386294361,1,7,2006,4,6,144000
20,3,4.248495242,9100,2,1,4,3,0,4,3,5,2,2,0,2,7,5,2001,2001,1,1,12,13,2,0,4,3,2,5,4,2,2,0.693147181,2,1212,1212,1,5,1,4,1212,4.700480366,1212,0,0,2,0,1.098612289,1,4,6,7,1,6,3,0.693147181,6.350885717,4,3,5.874930731,1.386294361,1,6,2009,9,6,178000
20,3,4.317488114,11235,2,1,4,3,0,4,3,19,2,2,0,2,4,5,1963,1979,1,1,6,6,1,3.931825633,3,3,1,4,4,2,4,6.304448802,2,504,1051,1,4,1,4,1382,4.700480366,1382,0,0,1,1,1.098612289,1,3,6,7,2,6,2,0.693147181,6.12905021,4,3,2.48490665,4.406719247,1,10,2006,9,6,148000
20,3,4.262679877,9353,2,1,4,3,0,4,3,12,2,2,0,2,4,5,1970,1970,1,1,8,8,2,0,3,3,1,4,4,2,2,0.693147181,2,864,864,1,4,1,4,864,4.700480366,864,0,0,1,0,1.098612289,1,3,5,7,1,6,2,0,5.634789603,4,3,2.48490665,1.386294361,1,7,2006,1,5,116050
60,3,4.382026635,10400,2,1,4,3,0,0,3,5,2,2,0,5,7,5,1998,1998,1,1,12,13,2,0,3,3,2,5,4,4,2,0.693147181,2,866,866,1,5,1,4,866,6.816735881,1779,0,0,2,1,1.098612289,1,4,6,7,1,6,3,0.693147181,6.302618976,4,3,5.288267031,3.583518938,1,3,2009,9,6,197900
50,4,3.912023005,6000,2,1,4,3,0,0,3,3,2,2,0,0,5,8,1925,1997,1,1,13,14,2,0,3,3,0,4,4,2,2,0.693147181,2,884,884,1,5,1,4,884,6.139884552,1348,1,0,1,0,1.098612289,1,3,5,7,3,2,2,0,5.375278408,4,1,2.48490665,1.386294361,1,5,2009,9,6,117000
20,3,4.317488114,9750,2,1,4,3,0,4,3,5,2,2,0,2,7,5,2000,2001,1,1,12,13,1,5.141663557,4,3,2,5,4,2,2,0.693147181,2,1630,1630,1,5,1,4,1630,4.700480366,1630,0,0,2,0,1.098612289,1,4,6,7,4,6,2,0.693147181,6.11146734,4,3,4.304065093,5.135798437,1,10,2009,9,6,213000
20,3,4.356708827,10140,2,1,4,3,0,4,3,14,2,2,0,2,5,6,1975,1975,1,1,6,6,2,0,3,3,1,5,4,2,6,6.66949809,2,268,1056,1,5,1,4,1074,4.700480366,1074,1,0,1,1,1.098612289,1,3,6,7,1,6,3,0.693147181,6.204557763,4,3,2.48490665,4.477336814,4,7,2006,9,6,153500
20,3,4.49980967,14684,2,1,3,3,0,1,3,20,2,2,0,2,7,7,1990,1991,3,1,6,6,1,5.455321115,4,3,1,5,4,3,6,6.184148891,5,1496,2052,1,4,1,4,2155.125,4.700480366,2196,0,0,2,0,1.098612289,1,4,7,7,4,6,3,1.098612289,6.552507887,4,3,4.430816799,4.248495242,1,6,2009,9,6,271900
20,2,3.044522438,8900,2,1,4,3,0,4,3,20,2,2,0,2,4,4,1966,1966,1,1,6,6,2,0,3,3,1,4,4,2,4,6.962243464,2,0,1056,1,3,1,4,1056,4.700480366,1056,1,0,1,0,0.693147181,1,3,5,7,1,2,2,0,5.950642553,4,3,2.48490665,3.737669618,4,11,2006,9,6,107000
20,3,4.248495242,9135,2,1,4,3,0,4,3,5,2,2,0,2,6,5,2003,2003,1,1,12,13,1,4.787491743,4,3,2,5,4,4,7,5.828945618,2,1342,1682,1,5,1,4,1700,4.700480366,1700,1,0,2,0,1.098612289,1,4,7,7,1,6,3,0.693147181,6.298949247,4,3,5.257495372,3.135494216,1,5,2006,9,6,200000
20,3,4.248495242,7763,2,1,4,3,0,4,3,12,2,2,0,2,5,7,1962,1980,1,1,8,8,2,0,3,4,1,4,4,2,4,6.222576268,5,319,931,1,3,1,4,1283,4.700480366,1283,1,0,1,0,1.098612289,1,3,6,7,1,2,2,0.693147181,6.226536669,4,3,2.48490665,1.386294361,1,10,2008,9,6,140000
20,3,4.442651256,10182,2,1,3,3,0,1,3,21,8,2,0,2,8,5,2006,2006,3,1,12,13,3,6.037274083,4,3,2,6,4,3,7,7.106606138,2,440,1660,1,5,1,4,1660,4.700480366,1660,1,0,2,0,1.098612289,1,4,8,7,5,6,3,0.693147181,6.214608098,4,3,5.774551546,3.912023005,1,5,2006,7,1,290000
60,3,4.248495242,11218,2,1,4,3,0,4,3,20,2,2,0,5,6,5,1992,1992,1,1,13,14,2,0,4,3,2,5,4,2,2,0.693147181,2,1055,1055,1,5,1,4,1055,6.672032945,1845,0,0,2,1,1.098612289,1,4,8,7,4,6,3,0.693147181,6.135564891,4,3,6.040254711,4.644390899,5,5,2010,9,6,189000
50,3,4.901564199,12134,2,1,3,0,0,4,2,8,2,2,0,0,8,7,1988,2005,1,1,13,14,2,0,4,3,5,5,4,4,7,6.056784013,2,132,559,1,4,1,4,1080,6.510258341,1752,0,0,2,0,1.386294361,1,3,8,7,1,5,3,0.693147181,6.198478716,4,3,5.783825182,2.48490665,1,6,2010,9,6,164000
30,3,3.912023005,9340,2,1,4,3,0,4,3,7,2,2,0,2,4,6,1941,1950,3,1,8,8,2,0,3,3,1,4,4,2,4,5.840641657,2,328,672,1,3,1,4,672,4.700480366,672,1,0,1,0,0.693147181,1,3,4,7,1,6,2,0,5.455321115,4,1,2.48490665,4.727387819,1,8,2009,9,6,113000
80,3,3.044522438,10246,2,1,3,3,0,1,3,19,2,2,0,7,4,8.913740476,1965,2001,1,1,12,13,2,0,3,4,1,4,5,4,7,6.473890696,2,0,648,1,5,1,4,960,4.700480366,960,1,1,0,0,-0.693147181,1,3,3,7,1,6,2,0,5.897153868,4,3,4.477336814,1.386294361,1,5,2006,9,6,145000
85,3,4.234106505,10205,2,1,3,3,0,4,3,12,2,2,0,6,5,5,1962,1962,1,1,8,8,2,0,3,3,1,4,4,4,5,6.66440902,2,141,925,1,3,1,4,999,4.700480366,999,1,0,1,0,1.098612289,1,3,6,7,1,6,2,0,5.703782475,4,3,5.010635294,4.276666119,1,5,2006,9,6,134500
20,3,4.59511985,7094,2,1,3,3,0,4,3,19,2,2,0,2,5,5,1966,1966,1,1,12,13,2,0,3,3,1,4,4,2,4,5.192956851,3,340,894,1,3,1,4,894,4.700480366,894,0,0,1,0,1.098612289,1,3,5,7,1,2,3,0,5.950642553,4,3,2.48490665,1.386294361,4,5,2007,9,6,125000
90,4,4.219507705,8930,2,1,4,3,0,4,3,19,5,2,2,0,6,5,1978,1978,1,1,12,13,2,0,3,3,3,1,1,1,1,0.693147181,1,0,42,1,3,1,4,1318,6.369900983,1902,0,0,2,0,1.386294361,2,3,8,7,1,6,2,0.693147181,6.289715571,4,3,2.48490665,1.386294361,1,4,2010,9,6,112000
20,1,4.276666119,8640,2,1,4,3,0,4,3,21,2,2,0,2,8,5,2009,2009,1,1,5,5,3,4.276666119,4,3,2,5,4,3,7,6.841615476,2,364,1300,1,5,1,4,1314,4.700480366,1314,1,0,2,0,1.098612289,1,4,6,7,1,6,3,0.693147181,6.313548046,4,3,4.905274778,4.718498871,1,9,2009,7,1,229456
50,4,3.951243719,6240,2,1,4,3,0,4,3,3,2,2,0,0,4,5,1947,1950,1,1,0,0,2,0,3,3,3,1,1,1,1,0.693147181,1,0,42,1,4,0,4,672,5.480638923,912,0,0,1,0,0.693147181,1,3,3,7,1,1,1,0,5.075173815,1,1,2.48490665,1.386294361,1,7,2006,9,6,80500
160,4,3.044522438,1680,2,1,4,3,0,4,3,2,2,2,3,5,6,5,1971,1971,1,1,5,5,1,5.463831805,3,3,1,4,4,2,2,0.693147181,2,672,672,1,3,1,4,672,6.302618976,1218,0,0,1,1,1.098612289,1,3,7,7,1,1,1,0,5.075173815,1,1,5.303304908,1.386294361,1,4,2006,9,5,91500
20,3,4.189654742,7800,2,1,3,3,0,4,3,12,2,2,0,2,5,5,1964,1964,1,1,13,14,2,0,3,3,1,4,4,2,4,5.743003188,3,0,912,1,3,1,4,912,4.700480366,912,0,0,1,0,0.693147181,1,3,5,7,1,6,2,0,5.66296048,4,3,2.48490665,1.386294361,1,11,2006,9,5,115000
20,3,4.007333185,8250,2,1,4,3,0,4,3,19,1,2,0,2,5,5,1968,1968,3,1,6,6,2,0,3,3,1,4,4,2,5,5.521460918,3,210,952,1,5,1,4,1211,4.700480366,1211,0,0,1,0,1.098612289,1,3,5,7,4,6,2,0,5.774551546,4,3,2.48490665,4.143134726,1,8,2008,9,6,134000
50,3,4.356708827,10496,2,1,4,3,0,4,3,12,0,2,0,0,6,6,1949,1950,1,1,13,14,1,5.768320996,3,3,1,4,4,3,4,5.278114659,2,844,1040,1,5,1,4,1168,6.519147288,1846,0,0,2,0,1.098612289,1,3,7,7,5,6,2,0,5.752572639,4,3,2.48490665,1.386294361,3,1,2007,9,6,143000
20,3,4.48863637,10680,2,1,4,3,0,4,3,12,2,2,0,2,5,3,1951,1951,3,1,13,14,1,3.784189634,3,3,1,4,3,2,3,6.628041376,2,1380,2052,1,3,0,0,2136,4.700480366,2136,0,0,2,0,1.386294361,1,3,7,4,1,2,2,0.693147181,6.269096284,4,3,2.48490665,3.401197382,4,10,2006,9,6,137900
60,3,4.094344562,15384,2,1,3,3,0,4,3,8,6,2,0,5,7,5,2004,2005,1,1,12,13,2,0,4,3,2,5,4,4,7,6.584791392,2,64,788,1,5,1,4,788,6.553933404,1490,1,0,2,1,1.098612289,1,4,8,7,5,6,4,0.693147181,5.96100534,4,3,4.605170186,4.317488114,1,2,2008,9,6,184000
80,3,4.17438727,10482,2,1,4,3,0,4,3,12,2,2,0,7,6,8,1958,1958,3,1,12,13,1,4.143134726,3,4,1,4,4,4,7,6.228511004,2,81,588,1,5,1,4,1138,4.700480366,1138,0,1,1,0,1.098612289,1,3,6,7,1,6,3,0,5.575949103,4,3,5.411646052,1.386294361,2,6,2007,9,6,145000
60,3,4.454347296,14598,2,1,3,3,0,1,3,21,1,2,0,5,6,5,2007,2007,1,1,12,13,3,4.304065093,4,3,2,5,4,3,2,0.693147181,2,894,894,1,5,1,4,894,6.946013991,1933,0,0,2,1,1.386294361,1,4,9,7,5,4,4,1.098612289,6.504288174,4,3,4.605170186,2.890371758,1,1,2008,9,6,214000
20,3,4.276666119,8872,2,1,4,3,0,0,3,12,2,2,0,2,5,8,1965,2008,1,1,12,13,1,5.703782475,3,3,1,4,4,2,6,6.388561406,2,317,912,1,5,1,4,912,4.700480366,912,1,0,1,0,0.693147181,1,4,5,7,1,2,2,0.693147181,6.356107661,4,3,2.48490665,5.135798437,1,12,2008,9,6,147000
120,3,4.17438727,8769,2,1,4,3,0,0,3,16,2,2,4,2,9,5,2008,2008,3,1,8,8,1,6.037274083,5,3,2,6,4,2,7,7.339537695,2,162,1702,1,5,1,4,1702,4.700480366,1702,1,0,1,1,0,1,5,7,7,5,6,4,1.098612289,6.844016438,4,3,2.48490665,4.276666119,1,10,2008,7,1,340037.5
80,3,4.248495242,7910,2,1,4,3,0,4,3,12,2,2,0,7,5,5,1960,1960,3,1,3,6,2,0,3,3,1,4,4,2,6,6.501289671,2,409,1075,1,4,1,4,1507,4.700480366,1507,0,0,2,0,1.386294361,1,3,7,3,1,5,2,0,6.001414878,4,3,2.48490665,1.386294361,3,8,2008,9,6,127000
90,3,3.044522438,17673.5,2,1,3,3,0,4,3,19,1,5,2,0,5,5,1977,1977,5,1,9,10,2,0,3,3,1,5,4,2,7,6.210600077,4,652,1361,1,5,1,4,1361,7.138073034,2620,0,0,2,2,1.386294361,2,3,11.39398809,7,4,4,3,0.693147181,6.396929655,4,1,5.043425117,3.17805383,1,8,2007,9,6,190000
90,3,4.248495242,7728,2,1,4,3,0,4,3,12,2,2,2,7,5,6,1962,1962,3,1,13,14,1,4.787491743,3,3,1,4,4,4,6,6.688354714,2,303,1106,1,3,1,4,1190,4.700480366,1190,1,0,1,0,1.098612289,1,3,6,7,1,6,2,0.693147181,6.29156914,4,3,2.48490665,2.890371758,3,5,2006,9,6,132500
90,3,4.248495242,9842,2,1,4,3,0,2,3,12,2,2,2,2,4,5,1962,1962,1,1,6,6,2,0,3,3,3,1,1,1,1,0.693147181,1,0,42,1,3,1,4,1224,4.700480366,1224,0,0,2,0,0.693147181,2,3,6,7,1,3,2,0.693147181,6.135564891,4,3,2.48490665,1.386294361,1,3,2007,9,6,101800
20,3,3.044522438,12160,2,1,3,3,0,4,3,12,2,2,0,2,5,5,1959,1959,3,1,9,10,1,5.192956851,3,3,1,4,4,2,4,6.907755279,2,188,1188,1,2,1,4,1188,4.700480366,1188,1,0,1,0,1.098612289,1,3,6,7,1,6,3,0.693147181,6.274762021,4,3,2.48490665,1.386294361,4,5,2010,6,5,142000
70,2,4.007333185,8525,2,1,4,0,0,4,3,18,2,2,0,5,5,6,1911,1950,1,1,8,8,2,0,3,3,2,4,4,4,2,0.693147181,2,940,940,1,3,0,0,1024,6.845879875,1964,0,0,1,1,1.386294361,1,3,7,7,1,1,1,0,5.075173815,1,1,2.48490665,5.135798437,1,11,2008,9,5,130000
70,3,4.564348191,13132,2,1,4,3,0,4,3,6,2,2,0,5,5,5,1914,1950,1,1,13,14,2,0,3,3,0,5,4,3,2,0.693147181,2,747,747,1,4,1,1,892,6.793466133,1784,0,0,1,1,1.386294361,1,3,9,7,1,2,2,0,5.192956851,3,1,5.313205979,3.688879454,1,7,2006,9,6,138887
160,3,3.583518938,2628,2,1,4,3,0,4,3,16,2,2,3,5,7,5,2003,2003,1,1,12,15,3,4.663439094,4,3,2,5,4,2,2,0.693147181,2,764,764,1,5,1,4,764,6.759255271,1626,0,0,2,1,0.693147181,1,4,6,7,1,4,3,0.693147181,6.161207322,4,3,2.48490665,3.295836866,1,6,2010,9,6,175500
60,3,3.713572067,12393,2,1,2,3,0,2,3,5,2,2,0,5,7,5,2004,2005,1,1,12,13,2,0,4,3,2,5,4,2,2,0.693147181,2,847,847,1,5,1,4,847,7.003974137,1948,0,0,2,1,1.386294361,1,4,8,7,5,4,4,0.693147181,6.073044534,4,3,4.605170186,3.871201011,1,9,2006,9,6,195000
20,3,4.143134726,13072,2,1,4,3,0,4,3,20,5,2,0,2,6,5,2005,2005,1,1,12,13,2,0,4,3,2,5,4,2,2,0.693147181,2,1141,1141,1,5,1,4,1141,4.700480366,1141,0,0,1,1,1.098612289,1,3,6,7,1,2,2,0.693147181,6.182084907,4,3,2.48490665,1.386294361,1,3,2006,9,5,142500
20,3,4.158883083,9037,2,1,3,1,0,4,3,23,2,2,0,2,8,5,2006,2006,3,1,12,13,1,3.465735903,4,3,2,5,4,4,7,6.059123196,2,1048,1476,1,5,1,4,1484,4.700480366,1484,0,0,2,0,0.693147181,1,5,6,7,5,6,3,0.693147181,6.156978986,4,3,4.787491743,3.496507561,1,12,2007,9,6,265900
60,3,4.17438727,8158,2,1,4,3,0,4,3,5,2,2,0,5,7,5,2003,2003,1,1,12,13,1,5.529429088,4,3,2,5,4,2,7,6.309918278,2,334,884,1,5,1,4,884,6.784457063,1768,1,0,2,1,1.098612289,1,4,8,7,1,6,3,0.693147181,6.29710932,4,3,2.48490665,4.143134726,1,7,2008,9,6,224900
20,3,4.418840608,9849,2,1,4,3,0,4,3,21,2,2,0,2,7,6,2007,2007,3,1,12,13,3,0,4,3,2,5,4,4,2,0.693147181,2,1685.5,1689,1,5,1,4,1689,4.700480366,1689,0,0,2,0,1.098612289,1,4,7,7,1,6,3,1.098612289,6.844016438,4,3,2.48490665,4.025351691,1,6,2007,7,1,248328
85,3,4.442651256,10625,2,1,4,3,0,4,3,14,2,2,0,6,7,6,1974,1974,1,1,9,10,1,4.394449155,3,3,1,5,4,5,7,6.785587645,3,0,1053,1,3,1,4,1173,4.700480366,1173,1,0,2,0,1.098612289,1,4,6,7,4,6,3,0.693147181,6.269096284,4,3,2.48490665,4.787491743,4,1,2010,9,2,170000
20,3,4.672828834,13891,2,1,4,3,0,4,3,16,2,2,0,2,10,5,2006,2006,1,1,12,13,4,5.120983351,5,3,2,6,5,5,7,7.23417718,2,690,2052,1,5,1,4,2076,4.700480366,2076,1,0,2,1,0.693147181,1,5,7,7,5,6,4,1.098612289,6.745236349,4,3,5.375278408,5.135798437,1,9,2006,7,1,340037.5
